# STRING v12.0 protein-protein interaction subgraph over the NeuroAD gene universe
# (74 PI4AD snapshot genes UNION 50 Open Targets AD targets UNION MECHANISM_GENES = 115 symbols).
# Source: STRING v12.0 https://string-db.org/api/tsv/network (Homo sapiens, taxon 9606),
# fetched 2026-07-11, no credentials. Licensed CC BY 4.0 (bundling a subset is license-clean).
# combined_score is STRING's integrated confidence on the 0-1000 scale (network default cutoff 400).
# This is the offline-first, deterministic PPI network for in-repo RWR/heat-diffusion propagation.
gene_a,gene_b,combined_score,string_version
CDC25B,CDK4,770,v12.0
CDC25B,CDK5,913,v12.0
CDC25B,CDK5R1,830,v12.0
CDC25B,CDKN1A,571,v12.0
CDC25B,ESR1,447,v12.0
CDC25B,HRAS,447,v12.0
CDC25B,LYN,419,v12.0
CDC25B,MYC,621,v12.0
CDC25B,PLK1,976,v12.0
CDC25B,PTEN,434,v12.0
CDC25B,TP53,516,v12.0
CDC42,CDK4,430,v12.0
CDC42,CDK5,533,v12.0
CDC42,CDKN1A,673,v12.0
CDC42,CRK,754,v12.0
CDC42,CRKL,647,v12.0
CDC42,CTNNB1,908,v12.0
CDC42,EGF,808,v12.0
CDC42,EGFR,955,v12.0
CDC42,EPHA1,769,v12.0
CDC42,ERBB2,777,v12.0
CDC42,ESR1,433,v12.0
CDC42,FN1,743,v12.0
CDC42,FYN,977,v12.0
CDC42,GAPDH,660,v12.0
CDC42,GRB2,922,v12.0
CDC42,GSK3B,819,v12.0
CDC42,HRAS,672,v12.0
CDC42,HSP90AA1,495,v12.0
CDC42,HSP90AB1,487,v12.0
CDC42,INS,535,v12.0
CDC42,ITGB1,769,v12.0
CDC42,ITGB3,402,v12.0
CDC42,JUN,686,v12.0
CDC42,KIT,630,v12.0
CDC42,KRAS,613,v12.0
CDC42,LYN,731,v12.0
CDC42,MAPK1,576,v12.0
CDC42,MAPK3,762,v12.0
CDC42,MYC,766,v12.0
CDC42,NCK1,973,v12.0
CDC42,NCK2,694,v12.0
CDC42,NFKB1,680,v12.0
CDC42,PDGFRB,467,v12.0
CDC42,PECAM1,423,v12.0
CDC42,PICALM,406,v12.0
CDC42,PIK3CA,982,v12.0
CDC42,PIK3CB,999,v12.0
CDC42,PIK3R1,992,v12.0
CDC42,PIK3R2,974,v12.0
CDC42,PLCG1,662,v12.0
CDC42,PLK1,406,v12.0
CDC42,PTEN,971,v12.0
CDC42,PTK2,895,v12.0
CDC42,PTPN11,497,v12.0
CDC42,PTPRC,432,v12.0
CDC42,RHOA,955,v12.0
CDC42,SHC1,469,v12.0
CDC42,SRC,991,v12.0
CDC42,STAT3,538,v12.0
CDC42,SYK,768,v12.0
CDC42,TLR2,403,v12.0
CDC42,TLR4,486,v12.0
CDC42,TP53,760,v12.0
CDC42,UBB,632,v12.0
CDK4,CDK5,710,v12.0
CDK4,CDK5R1,454,v12.0
CDK4,CDKN1A,999,v12.0
CDK4,CDKN2B,999,v12.0
CDK4,CTNNB1,795,v12.0
CDK4,EGF,602,v12.0
CDK4,ERBB2,536,v12.0
CDK4,ESR1,718,v12.0
CDK4,FN1,404,v12.0
CDK4,FOXO3,703,v12.0
CDK4,GAPDH,723,v12.0
CDK4,GRB2,532,v12.0
CDK4,GSK3B,805,v12.0
CDK4,HDAC1,636,v12.0
CDK4,HRAS,676,v12.0
CDK4,HSP90AA1,998,v12.0
CDK4,HSP90AB1,999,v12.0
CDK4,INS,549,v12.0
CDK4,JUN,759,v12.0
CDK4,KRAS,743,v12.0
CDK4,LYN,546,v12.0
CDK4,MYC,966,v12.0
CDK4,NFKB1,710,v12.0
CDK4,NRAS,822,v12.0
CDK4,PDGFRB,505,v12.0
CDK4,PIK3CA,709,v12.0
CDK4,PIK3CB,581,v12.0
CDK4,PIK3R1,448,v12.0
CDK4,PLK1,789,v12.0
CDK4,PTEN,865,v12.0
CDK4,PTPN11,450,v12.0
CDK4,RHOA,501,v12.0
CDK4,SRC,592,v12.0
CDK4,STAT3,640,v12.0
CDK4,TP53,966,v12.0
CDK5,CDK5R1,999,v12.0
CDK5,CDKN1A,885,v12.0
CDK5,CTNNB1,653,v12.0
CDK5,EGFR,538,v12.0
CDK5,FOXO3,810,v12.0
CDK5,FYN,951,v12.0
CDK5,GAPDH,555,v12.0
CDK5,GRIN2A,763,v12.0
CDK5,GRIN2B,800,v12.0
CDK5,GSK3B,627,v12.0
CDK5,HDAC1,414,v12.0
CDK5,HMGCR,516,v12.0
CDK5,HSP90AA1,507,v12.0
CDK5,HSP90AB1,494,v12.0
CDK5,INS,555,v12.0
CDK5,JUN,926,v12.0
CDK5,MAPT,999,v12.0
CDK5,MYC,410,v12.0
CDK5,PSEN1,853,v12.0
CDK5,PSEN2,720,v12.0
CDK5,PTEN,438,v12.0
CDK5,PTPN11,404,v12.0
CDK5,RHOA,567,v12.0
CDK5,TP53,967,v12.0
CDK5R1,CDKN1A,517,v12.0
CDK5R1,CTNNB1,734,v12.0
CDK5R1,FOXO3,763,v12.0
CDK5R1,FYN,568,v12.0
CDK5R1,GSK3B,708,v12.0
CDK5R1,JUN,778,v12.0
CDK5R1,MAPT,969,v12.0
CDK5R1,TP53,798,v12.0
CDKN1A,CDKN2B,890,v12.0
CDKN1A,CTNNB1,625,v12.0
CDKN1A,EGF,570,v12.0
CDKN1A,EGFR,752,v12.0
CDKN1A,ERBB2,588,v12.0
CDKN1A,ESR1,842,v12.0
CDKN1A,FN1,462,v12.0
CDKN1A,FOXO3,995,v12.0
CDKN1A,GAPDH,777,v12.0
CDKN1A,GSK3B,529,v12.0
CDKN1A,HDAC1,903,v12.0
CDKN1A,HRAS,675,v12.0
CDKN1A,HSP90AA1,909,v12.0
CDKN1A,HSP90AB1,831,v12.0
CDKN1A,INS,522,v12.0
CDKN1A,JUN,831,v12.0
CDKN1A,KIT,434,v12.0
CDKN1A,KRAS,579,v12.0
CDKN1A,LYN,681,v12.0
CDKN1A,MAPK1,732,v12.0
CDKN1A,MAPK3,608,v12.0
CDKN1A,MYC,981,v12.0
CDKN1A,NFKB1,751,v12.0
CDKN1A,NRAS,468,v12.0
CDKN1A,PIK3CA,445,v12.0
CDKN1A,PIK3CB,432,v12.0
CDKN1A,PIK3R1,575,v12.0
CDKN1A,PLK1,682,v12.0
CDKN1A,PTEN,792,v12.0
CDKN1A,RHOA,659,v12.0
CDKN1A,SRC,697,v12.0
CDKN1A,STAT3,984,v12.0
CDKN1A,TP53,999,v12.0
CDKN1A,UBB,627,v12.0
CDKN2B,CTNNB1,453,v12.0
CDKN2B,EGFR,596,v12.0
CDKN2B,ERBB2,536,v12.0
CDKN2B,ESR1,421,v12.0
CDKN2B,GAPDH,449,v12.0
CDKN2B,HRAS,610,v12.0
CDKN2B,KRAS,554,v12.0
CDKN2B,MAPK1,464,v12.0
CDKN2B,MYC,966,v12.0
CDKN2B,NRAS,496,v12.0
CDKN2B,PIK3CA,507,v12.0
CDKN2B,PTEN,626,v12.0
CDKN2B,TP53,860,v12.0
CLU,CR1,567,v12.0
CLU,EGF,407,v12.0
CLU,EGFR,413,v12.0
CLU,EPHA1,685,v12.0
CLU,ESR1,504,v12.0
CLU,FGB,659,v12.0
CLU,FN1,802,v12.0
CLU,GAPDH,579,v12.0
CLU,GRN,563,v12.0
CLU,HSP90AA1,557,v12.0
CLU,INS,455,v12.0
CLU,JUN,574,v12.0
CLU,MAPT,696,v12.0
CLU,MS4A6A,714,v12.0
CLU,NFKB1,761,v12.0
CLU,PICALM,923,v12.0
CLU,PSEN1,664,v12.0
CLU,PSEN2,626,v12.0
CLU,SORL1,862,v12.0
CLU,TLR4,549,v12.0
CLU,TP53,418,v12.0
CLU,TREM2,985,v12.0
CR1,ITGAM,780,v12.0
CR1,KIT,411,v12.0
CR1,PECAM1,522,v12.0
CR1,PTPRC,704,v12.0
CR1,TLR4,623,v12.0
CRK,CRKL,979,v12.0
CRK,CSF1R,724,v12.0
CRK,CTNNB1,591,v12.0
CRK,EGF,474,v12.0
CRK,EGFR,997,v12.0
CRK,ERBB2,759,v12.0
CRK,FGB,516,v12.0
CRK,FN1,698,v12.0
CRK,FYN,938,v12.0
CRK,GRB2,980,v12.0
CRK,HSP90AA1,747,v12.0
CRK,ITGAM,680,v12.0
CRK,ITGB1,746,v12.0
CRK,ITGB3,725,v12.0
CRK,KIT,887,v12.0
CRK,LYN,716,v12.0
CRK,MAPK1,601,v12.0
CRK,MAPK3,439,v12.0
CRK,MYC,562,v12.0
CRK,NCK1,958,v12.0
CRK,NCK2,764,v12.0
CRK,PDGFRB,820,v12.0
CRK,PIK3CA,762,v12.0
CRK,PIK3CB,767,v12.0
CRK,PIK3R1,979,v12.0
CRK,PIK3R2,923,v12.0
CRK,PLCG1,551,v12.0
CRK,PTK2,997,v12.0
CRK,PTPN11,725,v12.0
CRK,RHOA,755,v12.0
CRK,SHC1,966,v12.0
CRK,SRC,999,v12.0
CRK,SYK,787,v12.0
CRK,TP53,404,v12.0
CRKL,CSF1R,708,v12.0
CRKL,CTNNB1,541,v12.0
CRKL,EGFR,993,v12.0
CRKL,ERBB2,729,v12.0
CRKL,FN1,543,v12.0
CRKL,FYN,822,v12.0
CRKL,GRB2,921,v12.0
CRKL,HRAS,618,v12.0
CRKL,ITGAM,691,v12.0
CRKL,ITGB1,785,v12.0
CRKL,ITGB3,694,v12.0
CRKL,KIT,952,v12.0
CRKL,KRAS,661,v12.0
CRKL,LYN,840,v12.0
CRKL,MAPK1,685,v12.0
CRKL,MAPK3,403,v12.0
CRKL,MYC,422,v12.0
CRKL,NCK1,415,v12.0
CRKL,NCK2,621,v12.0
CRKL,NRAS,656,v12.0
CRKL,PDGFRB,836,v12.0
CRKL,PIK3CA,769,v12.0
CRKL,PIK3CB,787,v12.0
CRKL,PIK3R1,951,v12.0
CRKL,PIK3R2,883,v12.0
CRKL,PTEN,439,v12.0
CRKL,PTK2,973,v12.0
CRKL,PTPN11,925,v12.0
CRKL,SHC1,936,v12.0
CRKL,SRC,957,v12.0
CRKL,STAT3,594,v12.0
CRKL,SYK,764,v12.0
CSF1R,CTNNB1,484,v12.0
CSF1R,EGF,811,v12.0
CSF1R,EGFR,697,v12.0
CSF1R,FN1,425,v12.0
CSF1R,FYN,692,v12.0
CSF1R,GAPDH,482,v12.0
CSF1R,GRB2,950,v12.0
CSF1R,HRAS,506,v12.0
CSF1R,INS,781,v12.0
CSF1R,ITGAM,865,v12.0
CSF1R,ITGB3,591,v12.0
CSF1R,JUN,415,v12.0
CSF1R,KIT,422,v12.0
CSF1R,KRAS,755,v12.0
CSF1R,LYN,719,v12.0
CSF1R,MS4A6A,584,v12.0
CSF1R,MYC,497,v12.0
CSF1R,NFKB1,452,v12.0
CSF1R,NRAS,530,v12.0
CSF1R,PDGFRB,563,v12.0
CSF1R,PECAM1,725,v12.0
CSF1R,PIK3CA,821,v12.0
CSF1R,PIK3CB,654,v12.0
CSF1R,PIK3R1,925,v12.0
CSF1R,PIK3R2,410,v12.0
CSF1R,PLCG1,530,v12.0
CSF1R,PLCG2,700,v12.0
CSF1R,PTEN,515,v12.0
CSF1R,PTPN11,858,v12.0
CSF1R,PTPRC,818,v12.0
CSF1R,SHC1,892,v12.0
CSF1R,SRC,833,v12.0
CSF1R,STAT3,795,v12.0
CSF1R,TLR2,765,v12.0
CSF1R,TLR4,800,v12.0
CSF1R,TP53,507,v12.0
CSF1R,TREM2,857,v12.0
CSF1R,UBB,516,v12.0
CTNNB1,EGF,868,v12.0
CTNNB1,EGFR,998,v12.0
CTNNB1,EPHA1,434,v12.0
CTNNB1,ERBB2,998,v12.0
CTNNB1,ESR1,965,v12.0
CTNNB1,FN1,850,v12.0
CTNNB1,FOXO3,998,v12.0
CTNNB1,FYN,986,v12.0
CTNNB1,GAPDH,897,v12.0
CTNNB1,GRB2,506,v12.0
CTNNB1,GRIN2B,757,v12.0
CTNNB1,GSK3B,999,v12.0
CTNNB1,HDAC1,985,v12.0
CTNNB1,HRAS,865,v12.0
CTNNB1,HSP90AA1,668,v12.0
CTNNB1,HSP90AB1,759,v12.0
CTNNB1,INS,727,v12.0
CTNNB1,ITGAM,442,v12.0
CTNNB1,ITGB1,673,v12.0
CTNNB1,ITGB3,435,v12.0
CTNNB1,JUN,898,v12.0
CTNNB1,KIT,687,v12.0
CTNNB1,KRAS,885,v12.0
CTNNB1,LYN,413,v12.0
CTNNB1,MAPK1,736,v12.0
CTNNB1,MAPK3,873,v12.0
CTNNB1,MAPT,633,v12.0
CTNNB1,MYC,985,v12.0
CTNNB1,NFKB1,964,v12.0
CTNNB1,NRAS,719,v12.0
CTNNB1,PDGFRB,592,v12.0
CTNNB1,PECAM1,998,v12.0
CTNNB1,PIK3CA,901,v12.0
CTNNB1,PIK3R1,858,v12.0
CTNNB1,PLK1,759,v12.0
CTNNB1,PSEN1,999,v12.0
CTNNB1,PTEN,943,v12.0
CTNNB1,PTK2,802,v12.0
CTNNB1,PTPN11,902,v12.0
CTNNB1,PTPRC,735,v12.0
CTNNB1,RHOA,882,v12.0
CTNNB1,SHC1,620,v12.0
CTNNB1,SLC6A3,488,v12.0
CTNNB1,SRC,999,v12.0
CTNNB1,STAT3,897,v12.0
CTNNB1,SYK,595,v12.0
CTNNB1,TLR2,463,v12.0
CTNNB1,TLR4,613,v12.0
CTNNB1,TP53,927,v12.0
CTNNB1,UBB,763,v12.0
EGF,EGFR,999,v12.0
EGF,ERBB2,999,v12.0
EGF,ESR1,802,v12.0
EGF,FN1,960,v12.0
EGF,FOXO3,451,v12.0
EGF,FYN,787,v12.0
EGF,GAPDH,783,v12.0
EGF,GRB2,995,v12.0
EGF,GSK3B,632,v12.0
EGF,HDAC1,400,v12.0
EGF,HRAS,869,v12.0
EGF,HSP90AA1,760,v12.0
EGF,HSP90AB1,521,v12.0
EGF,INS,995,v12.0
EGF,ITGAM,505,v12.0
EGF,ITGB1,651,v12.0
EGF,ITGB3,489,v12.0
EGF,JUN,890,v12.0
EGF,KIT,973,v12.0
EGF,KRAS,854,v12.0
EGF,MAPK1,789,v12.0
EGF,MAPK3,841,v12.0
EGF,MYC,836,v12.0
EGF,NCK2,503,v12.0
EGF,NFKB1,591,v12.0
EGF,NRAS,759,v12.0
EGF,PDGFRB,989,v12.0
EGF,PECAM1,664,v12.0
EGF,PICALM,534,v12.0
EGF,PIK3CA,746,v12.0
EGF,PIK3CB,401,v12.0
EGF,PIK3R1,911,v12.0
EGF,PIK3R2,579,v12.0
EGF,PLCG1,747,v12.0
EGF,PTEN,746,v12.0
EGF,PTK2,761,v12.0
EGF,PTPN11,827,v12.0
EGF,PTPRC,743,v12.0
EGF,RHOA,874,v12.0
EGF,SHC1,924,v12.0
EGF,SRC,922,v12.0
EGF,STAT3,907,v12.0
EGF,TLR2,417,v12.0
EGF,TLR4,553,v12.0
EGF,TP53,780,v12.0
EGF,UBB,532,v12.0
EGFR,ERBB2,999,v12.0
EGFR,ESR1,988,v12.0
EGFR,FN1,944,v12.0
EGFR,FOXO3,629,v12.0
EGFR,FYN,873,v12.0
EGFR,GAPDH,955,v12.0
EGFR,GRB2,999,v12.0
EGFR,GRIN2B,545,v12.0
EGFR,GRN,552,v12.0
EGFR,GSK3B,574,v12.0
EGFR,HDAC1,765,v12.0
EGFR,HRAS,994,v12.0
EGFR,HSP90AA1,999,v12.0
EGFR,HSP90AB1,998,v12.0
EGFR,INS,992,v12.0
EGFR,ITGAM,406,v12.0
EGFR,ITGB1,966,v12.0
EGFR,ITGB3,650,v12.0
EGFR,JUN,871,v12.0
EGFR,KIT,428,v12.0
EGFR,KRAS,997,v12.0
EGFR,LOC102723407,922,v12.0
EGFR,LYN,859,v12.0
EGFR,MAPK1,612,v12.0
EGFR,MAPK3,528,v12.0
EGFR,MAPT,830,v12.0
EGFR,MYC,875,v12.0
EGFR,NCK1,958,v12.0
EGFR,NCK2,879,v12.0
EGFR,NFKB1,837,v12.0
EGFR,NRAS,991,v12.0
EGFR,PDGFRB,998,v12.0
EGFR,PECAM1,595,v12.0
EGFR,PICALM,686,v12.0
EGFR,PIK3CA,999,v12.0
EGFR,PIK3CB,993,v12.0
EGFR,PIK3R1,998,v12.0
EGFR,PIK3R2,993,v12.0
EGFR,PLCG1,997,v12.0
EGFR,PLCG2,993,v12.0
EGFR,PTEN,969,v12.0
EGFR,PTK2,999,v12.0
EGFR,PTPN11,999,v12.0
EGFR,PTPRC,749,v12.0
EGFR,RHOA,903,v12.0
EGFR,SHC1,999,v12.0
EGFR,SRC,999,v12.0
EGFR,STAT3,998,v12.0
EGFR,SYK,484,v12.0
EGFR,TLR2,933,v12.0
EGFR,TLR4,739,v12.0
EGFR,TP53,943,v12.0
EGFR,UBB,603,v12.0
EPHA1,ERBB2,695,v12.0
EPHA1,FN1,748,v12.0
EPHA1,FYN,560,v12.0
EPHA1,MS4A6A,713,v12.0
EPHA1,NCK2,689,v12.0
EPHA1,PICALM,846,v12.0
EPHA1,PSEN1,500,v12.0
EPHA1,PSEN2,526,v12.0
EPHA1,RHOA,505,v12.0
EPHA1,SORL1,689,v12.0
EPHA1,TREM2,543,v12.0
ERBB2,ESR1,976,v12.0
ERBB2,FN1,724,v12.0
ERBB2,FOXO3,545,v12.0
ERBB2,FYN,807,v12.0
ERBB2,GAPDH,806,v12.0
ERBB2,GRB2,999,v12.0
ERBB2,GSK3B,575,v12.0
ERBB2,HDAC1,439,v12.0
ERBB2,HRAS,907,v12.0
ERBB2,HSP90AA1,999,v12.0
ERBB2,HSP90AB1,993,v12.0
ERBB2,INS,965,v12.0
ERBB2,ITGB1,821,v12.0
ERBB2,ITGB3,420,v12.0
ERBB2,JUN,759,v12.0
ERBB2,KRAS,966,v12.0
ERBB2,MYC,886,v12.0
ERBB2,NCK1,608,v12.0
ERBB2,NCK2,470,v12.0
ERBB2,NFKB1,733,v12.0
ERBB2,NRAS,904,v12.0
ERBB2,PDGFRB,874,v12.0
ERBB2,PECAM1,555,v12.0
ERBB2,PIK3CA,992,v12.0
ERBB2,PIK3CB,972,v12.0
ERBB2,PIK3R1,995,v12.0
ERBB2,PIK3R2,985,v12.0
ERBB2,PLCG1,981,v12.0
ERBB2,PLCG2,979,v12.0
ERBB2,PTEN,868,v12.0
ERBB2,PTK2,990,v12.0
ERBB2,PTPN11,971,v12.0
ERBB2,PTPRC,656,v12.0
ERBB2,RHOA,790,v12.0
ERBB2,SHC1,999,v12.0
ERBB2,SORL1,414,v12.0
ERBB2,SRC,999,v12.0
ERBB2,STAT3,948,v12.0
ERBB2,SYK,465,v12.0
ERBB2,TLR4,429,v12.0
ERBB2,TP53,935,v12.0
ERBB2,UBB,561,v12.0
ESR1,FN1,969,v12.0
ESR1,FOXO3,898,v12.0
ESR1,GAPDH,800,v12.0
ESR1,GRB2,819,v12.0
ESR1,GSK3B,629,v12.0
ESR1,HDAC1,998,v12.0
ESR1,HMGCR,441,v12.0
ESR1,HRAS,715,v12.0
ESR1,HSP90AA1,999,v12.0
ESR1,HSP90AB1,993,v12.0
ESR1,INS,841,v12.0
ESR1,ITGB1,411,v12.0
ESR1,JUN,999,v12.0
ESR1,KIT,592,v12.0
ESR1,KRAS,764,v12.0
ESR1,MAPK1,987,v12.0
ESR1,MAPK3,981,v12.0
ESR1,MAPT,418,v12.0
ESR1,MYC,982,v12.0
ESR1,NFKB1,957,v12.0
ESR1,NRAS,466,v12.0
ESR1,PDGFRB,451,v12.0
ESR1,PECAM1,492,v12.0
ESR1,PIK3CA,941,v12.0
ESR1,PIK3R1,994,v12.0
ESR1,PIK3R2,637,v12.0
ESR1,PLK1,420,v12.0
ESR1,PTEN,807,v12.0
ESR1,PTK2,836,v12.0
ESR1,PTPN11,574,v12.0
ESR1,PTPRC,494,v12.0
ESR1,RHOA,506,v12.0
ESR1,SHC1,990,v12.0
ESR1,SRC,999,v12.0
ESR1,STAT3,930,v12.0
ESR1,TLR4,441,v12.0
ESR1,TP53,992,v12.0
FGB,FN1,922,v12.0
FGB,GRB2,534,v12.0
FGB,HRAS,508,v12.0
FGB,ITGB3,952,v12.0
FGB,KRAS,519,v12.0
FGB,MAPK1,527,v12.0
FGB,MAPK3,531,v12.0
FGB,NRAS,507,v12.0
FGB,PTK2,542,v12.0
FGB,SRC,443,v12.0
FGB,SYK,499,v12.0
FGB,TLR2,525,v12.0
FGB,TLR4,558,v12.0
FN1,FOXO3,580,v12.0
FN1,FYN,678,v12.0
FN1,GAPDH,945,v12.0
FN1,GRB2,744,v12.0
FN1,GSK3B,573,v12.0
FN1,HRAS,801,v12.0
FN1,HSP90AA1,460,v12.0
FN1,HSP90AB1,577,v12.0
FN1,INS,701,v12.0
FN1,ITGAM,853,v12.0
FN1,ITGB1,999,v12.0
FN1,ITGB3,999,v12.0
FN1,JUN,625,v12.0
FN1,KIT,776,v12.0
FN1,KRAS,728,v12.0
FN1,LYN,401,v12.0
FN1,MAPK1,716,v12.0
FN1,MAPK3,829,v12.0
FN1,MAPT,424,v12.0
FN1,MYC,775,v12.0
FN1,NFKB1,729,v12.0
FN1,NRAS,645,v12.0
FN1,PDGFRB,765,v12.0
FN1,PECAM1,748,v12.0
FN1,PIK3CA,665,v12.0
FN1,PIK3R1,618,v12.0
FN1,PLCG1,651,v12.0
FN1,PTEN,582,v12.0
FN1,PTK2,937,v12.0
FN1,PTPN11,694,v12.0
FN1,PTPRC,842,v12.0
FN1,RHOA,734,v12.0
FN1,SHC1,743,v12.0
FN1,SRC,945,v12.0
FN1,STAT3,988,v12.0
FN1,SYK,709,v12.0
FN1,TLR2,917,v12.0
FN1,TLR4,995,v12.0
FN1,TP53,665,v12.0
FOXO3,GAPDH,635,v12.0
FOXO3,GSK3B,762,v12.0
FOXO3,HDAC1,479,v12.0
FOXO3,HSP90AA1,492,v12.0
FOXO3,HSP90AB1,492,v12.0
FOXO3,INS,879,v12.0
FOXO3,JUN,773,v12.0
FOXO3,KIT,407,v12.0
FOXO3,KRAS,444,v12.0
FOXO3,MAPK1,963,v12.0
FOXO3,MAPK3,961,v12.0
FOXO3,MYC,874,v12.0
FOXO3,NFKB1,711,v12.0
FOXO3,PIK3CA,617,v12.0
FOXO3,PIK3CB,701,v12.0
FOXO3,PIK3R1,510,v12.0
FOXO3,PLK1,727,v12.0
FOXO3,PSEN1,524,v12.0
FOXO3,PTEN,853,v12.0
FOXO3,PTK2,992,v12.0
FOXO3,SHC1,522,v12.0
FOXO3,SRC,485,v12.0
FOXO3,STAT3,978,v12.0
FOXO3,TLR4,403,v12.0
FOXO3,TP53,998,v12.0
FYN,GAPDH,493,v12.0
FYN,GRB2,980,v12.0
FYN,GRIN1,743,v12.0
FYN,GRIN2A,981,v12.0
FYN,GRIN2B,993,v12.0
FYN,GSK3B,723,v12.0
FYN,HRAS,855,v12.0
FYN,HSP90AA1,896,v12.0
FYN,HSP90AB1,821,v12.0
FYN,INS,637,v12.0
FYN,ITGB1,923,v12.0
FYN,JUN,558,v12.0
FYN,KIT,771,v12.0
FYN,KRAS,685,v12.0
FYN,LYN,996,v12.0
FYN,MAPK1,526,v12.0
FYN,MAPT,994,v12.0
FYN,MYC,431,v12.0
FYN,NCK1,960,v12.0
FYN,NCK2,614,v12.0
FYN,NFKB1,636,v12.0
FYN,NRAS,669,v12.0
FYN,PDGFRB,891,v12.0
FYN,PECAM1,870,v12.0
FYN,PIK3CA,951,v12.0
FYN,PIK3CB,951,v12.0
FYN,PIK3R1,988,v12.0
FYN,PIK3R2,955,v12.0
FYN,PLCG1,904,v12.0
FYN,PLCG2,936,v12.0
FYN,PSEN1,457,v12.0
FYN,PTEN,657,v12.0
FYN,PTK2,998,v12.0
FYN,PTPN11,988,v12.0
FYN,PTPRC,988,v12.0
FYN,RHOA,966,v12.0
FYN,SHC1,995,v12.0
FYN,SRC,999,v12.0
FYN,STAT3,891,v12.0
FYN,SYK,983,v12.0
FYN,TP53,657,v12.0
FYN,TREM2,587,v12.0
FYN,UBB,532,v12.0
GAPDH,GRB2,530,v12.0
GAPDH,GRIN2A,447,v12.0
GAPDH,GRIN2B,506,v12.0
GAPDH,GRN,440,v12.0
GAPDH,GSK3B,817,v12.0
GAPDH,HDAC1,762,v12.0
GAPDH,HMGCR,670,v12.0
GAPDH,HRAS,531,v12.0
GAPDH,HSP90AA1,922,v12.0
GAPDH,HSP90AB1,872,v12.0
GAPDH,INS,816,v12.0
GAPDH,ITGAM,714,v12.0
GAPDH,ITGB1,770,v12.0
GAPDH,ITGB3,535,v12.0
GAPDH,JUN,781,v12.0
GAPDH,KIT,623,v12.0
GAPDH,KRAS,682,v12.0
GAPDH,LOC102723407,405,v12.0
GAPDH,LYN,406,v12.0
GAPDH,MAPK1,701,v12.0
GAPDH,MAPK3,832,v12.0
GAPDH,MAPT,765,v12.0
GAPDH,MYC,850,v12.0
GAPDH,NCK1,411,v12.0
GAPDH,NDUFAB1,405,v12.0
GAPDH,NDUFS1,443,v12.0
GAPDH,NFKB1,783,v12.0
GAPDH,NRAS,502,v12.0
GAPDH,PDGFRB,563,v12.0
GAPDH,PECAM1,740,v12.0
GAPDH,PIK3CA,677,v12.0
GAPDH,PIK3R1,619,v12.0
GAPDH,PLK1,566,v12.0
GAPDH,PSEN1,659,v12.0
GAPDH,PTEN,752,v12.0
GAPDH,PTK2,693,v12.0
GAPDH,PTPN11,425,v12.0
GAPDH,PTPRC,728,v12.0
GAPDH,RHOA,803,v12.0
GAPDH,SHC1,403,v12.0
GAPDH,SRC,702,v12.0
GAPDH,STAT3,807,v12.0
GAPDH,SYK,452,v12.0
GAPDH,TLR2,672,v12.0
GAPDH,TLR4,761,v12.0
GAPDH,TP53,886,v12.0
GAPDH,UBB,869,v12.0
GRB2,GSK3B,536,v12.0
GRB2,HRAS,938,v12.0
GRB2,HSP90AA1,835,v12.0
GRB2,HSP90AB1,658,v12.0
GRB2,INS,855,v12.0
GRB2,ITGB3,637,v12.0
GRB2,JUN,586,v12.0
GRB2,KIT,998,v12.0
GRB2,KRAS,931,v12.0
GRB2,LYN,866,v12.0
GRB2,MAPK1,920,v12.0
GRB2,MAPK3,868,v12.0
GRB2,MYC,732,v12.0
GRB2,NCK1,993,v12.0
GRB2,NCK2,430,v12.0
GRB2,NFKB1,605,v12.0
GRB2,NRAS,815,v12.0
GRB2,PDGFRB,999,v12.0
GRB2,PICALM,552,v12.0
GRB2,PIK3CA,924,v12.0
GRB2,PIK3CB,775,v12.0
GRB2,PIK3R1,998,v12.0
GRB2,PIK3R2,789,v12.0
GRB2,PLCG1,999,v12.0
GRB2,PLCG2,852,v12.0
GRB2,PSEN1,937,v12.0
GRB2,PSEN2,484,v12.0
GRB2,PTEN,665,v12.0
GRB2,PTK2,999,v12.0
GRB2,PTPN11,999,v12.0
GRB2,PTPRC,466,v12.0
GRB2,RHOA,573,v12.0
GRB2,SHC1,999,v12.0
GRB2,SRC,999,v12.0
GRB2,STAT3,892,v12.0
GRB2,SYK,986,v12.0
GRB2,TP53,766,v12.0
GRB2,TREM2,570,v12.0
GRB2,UBB,565,v12.0
GRIN1,GRIN2A,999,v12.0
GRIN1,GRIN2B,999,v12.0
GRIN1,GRIN2C,999,v12.0
GRIN1,GRIN2D,999,v12.0
GRIN1,GRIN3A,999,v12.0
GRIN1,GRIN3B,999,v12.0
GRIN1,HRAS,551,v12.0
GRIN1,KRAS,551,v12.0
GRIN1,LYN,562,v12.0
GRIN1,MAPT,479,v12.0
GRIN1,NRAS,551,v12.0
GRIN1,PSEN1,435,v12.0
GRIN1,SLC6A3,564,v12.0
GRIN1,SRC,673,v12.0
GRIN2A,GRIN2B,999,v12.0
GRIN2A,GRIN2C,998,v12.0
GRIN2A,GRIN2D,998,v12.0
GRIN2A,GRIN3A,999,v12.0
GRIN2A,GRIN3B,998,v12.0
GRIN2A,GSK3B,404,v12.0
